Du paysage français , puisque qu'elles n ' auront aucun mal à aller s ' installer ailleurs , « dans les pays qui ont une politique industrielle agressive d'aide à l'investissement , comme l'Italie , les ex-pays de l'Est , l'Irlande , l'Espagne ... » Et de mettre en cause la future « régionalisation » qui pourrait peser sur la fiscalité des entreprises : actuellement , la taxe professionnelle ne peut augmenter plus que la moyenne des trois autres taxes .	Du paysage français , puisque qu'elles n ' auront aucun mal à aller s ' installer ailleurs , « dans les pays qui ont une politique industrielle agressive d'aide à l'investissement , comme l'Italie , les ex-pays de l'Est , l'Irlande , l'Espagne ... » Et de mettre en cause la future « régionalisation » qui pourrait peser sur la fiscalité des entreprises : actuellement , la taxe professionnelle ne peut augmenter plus que la moyenne des trois autres taxes .	s1:53	régionalisation	s2:56	pourrait	BEFORE
Le terroriste Carlos devra attendre jusqu'au 2 juin pour voir l' examen par la chambre d'accusation de la Cour d'appel de Paris de la demande d' extradition de la justice autrichienne .	Le terroriste Carlos devra attendre jusqu'au 2 juin pour voir l' examen par la chambre d'accusation de la Cour d'appel de Paris de la demande d' extradition de la justice autrichienne .	s1:3	devra	s2:9	voir	BEFORE
La Yougoslavie « accepte les principes généraux du G8 » ( les sept pays les plus industrialisés et la Russie ) et Belgrade « est d'accord pour que le Conseil de sécurité des Nations unies adopte une résolution en conformité avec la Charte de l'ONU » , a indiqué hier soir un communiqué de la présidence yougoslave diffusé à l'issue des entretiens du président Slobodan Milosevic avec l'émissaire russe Viktor Tchernomyrdine .	La Yougoslavie « accepte les principes généraux du G8 » ( les sept pays les plus industrialisés et la Russie ) et Belgrade « est d'accord pour que le Conseil de sécurité des Nations unies adopte une résolution en conformité avec la Charte de l'ONU » , a indiqué hier soir un communiqué de la présidence yougoslave diffusé à l'issue des entretiens du président Slobodan Milosevic avec l'émissaire russe Viktor Tchernomyrdine .	s1:48	indiqué	s2:57	diffusé	DURING
Monique Grandvallet , née Drappier , est décédée le 13 février , à l'hôpital de Nancy - Brabois .	Femme très réservée , gentille , depuis plusieurs années elle appréciait les courts séjours de vacances qui , avec son époux , les conduisaient souvent au bord de la mer .	s1:7	décédée	s2:10	appréciait	ENDED_BY
Elle participait depuis trois ans au repas des anciens .	Elle participait depuis trois ans au repas des anciens .	s1:1	participait	s2:6	repas	DURING
Les attentats du 11 septembre ont mis un coup de frein au tourisme aux Etats - Unis .	Les attentats du 11 septembre ont mis un coup de frein au tourisme aux Etats - Unis .	s1:1	attentats	s2:6	mis	BEGUN_BY
A leur arrivée devant le 10 , rue Paul - Bert à Belfort , les sapeurs - pompiers se sont rapidement trouvés face à un incendie d'importance .	Seul baume à son cœur , une partie des vêtements ne paraissait pas trop touchée : « Il va falloir les mettre en lieu sûr .	s1:25	incendie	s2:11	paraissait	BEFORE
A Moscou , le nouveau Premier ministre russe Sergueï Stépachine , confirmé par les députés de la Douma , a annoncé qu'il garderait « l'ossature » du précédent gouvernement .	A Moscou , le nouveau Premier ministre russe Sergueï Stépachine , confirmé par les députés de la Douma , a annoncé qu'il garderait « l'ossature » du précédent gouvernement .	s1:11	confirmé	s2:20	annoncé	BEFORE
Avertie par des voisines , Juliette Carpezat s ' est précipitée en chaussons dans la rue lorsqu ' elle a su que le Secours populaire brûlait : « Je suis passée à midi devant en rentrant de la pharmacie .	Avertie par des voisines , Juliette Carpezat s ' est précipitée en chaussons dans la rue lorsqu ' elle a su que le Secours populaire brûlait : « Je suis passée à midi devant en rentrant de la pharmacie .	s1:0	Avertie	s2:20	su	SIMULTANEOUS
Cet accord pour un règlement du conflit au Kosovo avait été élaboré par les ministres des Affaires étrangères des sept puissances industrialisées et de la Russie le 6 mai à Bonn .	Cet accord pour un règlement du conflit au Kosovo avait été élaboré par les ministres des Affaires étrangères des sept puissances industrialisées et de la Russie le 6 mai à Bonn .	s1:1	accord	s2:11	élaboré	IDENTITY
Cette affirmation est contredite par les déclarations de l'une des deux mineures .	Cette affirmation est contredite par les déclarations de l'une des deux mineures .	s1:3	contredite	s2:6	déclarations	SIMULTANEOUS
Les militaires se sont installés dans quatorze sites do nt l'ex - hôtel Adriatik qui , sous sa façade stalinienne décatie , abrite le quartier général .	Les militaires se sont installés dans quatorze sites do nt l'ex - hôtel Adriatik qui , sous sa façade stalinienne décatie , abrite le quartier général .	s1:4	installés	s2:22	abrite	BEGINS
En attendant la commission d'enquête que finalement Bush n ' a pas bloquée , le secrétaire d'Etat américain William Burn , hier sur place , reconnaissait déjà « une tragédie humaine pour des milliers d'innocents » .	En attendant la commission d'enquête que finalement Bush n ' a pas bloquée , le secrétaire d'Etat américain William Burn , hier sur place , reconnaissait déjà « une tragédie humaine pour des milliers d'innocents » .	s1:22	sur	s2:25	reconnaissait	DURING
Les inscriptions auront lieu ensuite tous les jeudis aux heures d'ouverture aux Epis , 4 bis , avenue du Général de Gaulle ( tél .	Les inscriptions auront lieu ensuite tous les jeudis aux heures d'ouverture aux Epis , 4 bis , avenue du Général de Gaulle ( tél .	s1:1	inscriptions	s2:2	auront	IDENTITY
Des parachutages d'aide humanitaire au Kosovo vont être effectués par des moyens civils , grâce au soutien de la France , des Etats - Unis et de la Grande - Bretagne , a annoncé le ministère français des Affaires étrangères .	Des parachutages d'aide humanitaire au Kosovo vont être effectués par des moyens civils , grâce au soutien de la France , des Etats - Unis et de la Grande - Bretagne , a annoncé le ministère français des Affaires étrangères .	s1:1	parachutages	s2:8	effectués	IDENTITY
Ce dimanche , de 18 h à 23 h , l'office municipal d'animation de Luxeuil - les - Bains organise un thé dansant géant , sur la place de l'Etang de la Poche .	Ce dimanche , de 18 h à 23 h , l'office municipal d'animation de Luxeuil - les - Bains organise un thé dansant géant , sur la place de l'Etang de la Poche .	s1:19	organise	s2:21	thé	IDENTITY
Décontracté mais avide de participer au vaste chantier de reconstruction d'une Gauche qui doute , Pierre Moscovici a effectué une rentrée politique de fidélité , hier après - midi .	Décontracté mais avide de participer au vaste chantier de reconstruction d'une Gauche qui doute , Pierre Moscovici a effectué une rentrée politique de fidélité , hier après - midi .	s1:0	Décontracté	s2:18	effectué	DURING
Tony Blair , le Premier ministre britannique a achevé hier deux jours de négociations avec les dirigeants d'Irlande du Nord , sans réussir à surmonter le blocage persistant sur la formation de l'exécutif .	Les Unionistes protestants ont même décliné sa dernière invitation .	s1:13	négociations	s2:8	invitation	BEFORE
Hier , vers midi , une femme d'une trentaine d'années est tombée du 4e étage du bâtiment Les Etourneaux , place de Londres à Vandœuvre .	Grièvement blessée , elle a été transportée , après conditionnement , au centre hospitalier .	s1:11	tombée	s2:6	transportée	BEFORE
Le recensement de l'INSEE est formel : la France a vu sa population augmenter de plus de 2 millions d'habitants en 9 ans pour atteindre le chiffre de 60.082.000 personnes .	Le recensement de l'INSEE est formel : la France a vu sa population augmenter de plus de 2 millions d'habitants en 9 ans pour atteindre le chiffre de 60.082.000 personnes .	s1:13	augmenter	s2:24	atteindre	ENDED_BY
Décontracté mais avide de participer au vaste chantier de reconstruction d'une Gauche qui doute , Pierre Moscovici a effectué une rentrée politique de fidélité , hier après - midi .	Décontracté mais avide de participer au vaste chantier de reconstruction d'une Gauche qui doute , Pierre Moscovici a effectué une rentrée politique de fidélité , hier après - midi .	s1:18	effectué	s2:20	rentrée	IDENTITY
Un précédent dîner avait réuni mercredi dernier autour de Lionel Jospin les chefs de parti de la majorité plurielle .	Un précédent dîner avait réuni mercredi dernier autour de Lionel Jospin les chefs de parti de la majorité plurielle .	s1:2	dîner	s2:4	réuni	SIMULTANEOUS
Et l'équipe s ' est écroulée , encaissant trois buts en vingt minutes .	Et l'équipe s ' est écroulée , encaissant trois buts en vingt minutes .	s1:5	écroulée	s2:7	encaissant	DURING
Un stage de gym enfant et expression artistique se déroulera au centre social de Beauregard du 19 au 23 juillet , pour les enfants de 2 à 8 ans .	Un stage de gym enfant et expression artistique se déroulera au centre social de Beauregard du 19 au 23 juillet , pour les enfants de 2 à 8 ans .	s1:1	stage	s2:9	déroulera	IDENTITY
- Une bombe a explosé hier dans l'enceinte du quartier général de la police à Jakarta , sans faire de victime , mais cet attentat a ravivé les craintes de nouvelles attaques terroristes dans l'archipel .	- Une bombe a explosé hier dans l'enceinte du quartier général de la police à Jakarta , sans faire de victime , mais cet attentat a ravivé les craintes de nouvelles attaques terroristes dans l'archipel .	s1:24	attentat	s2:26	ravivé	BEFORE
Pendant les mois d'été , et particulièrement entre le 15 juillet et le 15 août , le camping affiche complet .	Une belle performance .	s1:18	affiche	s2:2	performance	IDENTITY
Pour l'instant , la CUGN concentre ses efforts annuels sur l' amélioration de la qualité de l'eau ( 100 MF ) , le remplacement progressif des 20.000 branchements en plomb ( 200 MF sur 15 ans ) , le renouvellement de 9 kilomètres de réseau tous les ans et la construction du second aqueduc ( soit 10 kilomètres de conduites de 1,20 m de diamètre pour 70 MF ) .	Pour l'instant , la CUGN concentre ses efforts annuels sur l' amélioration de la qualité de l'eau ( 100 MF ) , le remplacement progressif des 20.000 branchements en plomb ( 200 MF sur 15 ans ) , le renouvellement de 9 kilomètres de réseau tous les ans et la construction du second aqueduc ( soit 10 kilomètres de conduites de 1,20 m de diamètre pour 70 MF ) .	s1:5	concentre	s2:7	efforts	DURING
Gallas , impressionnant en charnière centrale en première période , a glissé arrière - droit en seconde , remplacé dans l'axe par Issa .	Gallas , impressionnant en charnière centrale en première période , a glissé arrière - droit en seconde , remplacé dans l'axe par Issa .	s1:8	période	s2:16	seconde	BEFORE
Avec le renforcement de sa flotte aérienne et de bonnes conditions météorologiques , l'Alliance a opéré 790 sorties ces dernières 24 heures , qui ont touché de nombreuses cibles dans toute la Serbie , notamment des transformateurs et de relais de transmission électriques de Belgrade .	Avec le renforcement de sa flotte aérienne et de bonnes conditions météorologiques , l'Alliance a opéré 790 sorties ces dernières 24 heures , qui ont touché de nombreuses cibles dans toute la Serbie , notamment des transformateurs et de relais de transmission électriques de Belgrade .	s1:15	opéré	s2:17	sorties	IDENTITY
Dès dimanche , petits et grands pourront venir s ' exercer au crève - ballons , à la loterie , au tir ou encore se régaler à la confiserie ou essayer le manège .	Dès dimanche , petits et grands pourront venir s ' exercer au crève - ballons , à la loterie , au tir ou encore se régaler à la confiserie ou essayer le manège .	s1:7	venir	s2:10	exercer	BEFORE
Les deux écuries estiment que ces modifications n'ont été décidées que pour enrayer la chute de l'audience télévisée due à l'outrageuse domination des Ferrari la saison dernière ( 14 victoires en 17 Grands Prix ) .	Les deux écuries estiment que ces modifications n'ont été décidées que pour enrayer la chute de l'audience télévisée due à l'outrageuse domination des Ferrari la saison dernière ( 14 victoires en 17 Grands Prix ) .	s1:21	domination	s2:25	saison	SIMULTANEOUS
Après la prise de position de Damien Meslot , concernant l' attitude de Christian Proust sur le sujet de l'ADPA ( notre édition d' hier ) , Michel Zumkeller a fait savoir hier par le biais d'un communiqué qu'il travaillait avec un groupe de députés de toutes sensibilités politiques et responsables , pour trouver des solutions durables et équitables au problème financier posé par l'ADPA .	Après la prise de position de Damien Meslot , concernant l' attitude de Christian Proust sur le sujet de l'ADPA ( notre édition d' hier ) , Michel Zumkeller a fait savoir hier par le biais d'un communiqué qu'il travaillait avec un groupe de députés de toutes sensibilités politiques et responsables , pour trouver des solutions durables et équitables au problème financier posé par l'ADPA .	s1:30	fait	s2:37	communiqué	DURING
- Le conseil d'administration de l'Agence universitaire de la francophonie ( AUF ) a décidé de porter plainte pour diffamation à la suite de la publication d'un rapport d'évaluation sur l'organisation .	- Le conseil d'administration de l'Agence universitaire de la francophonie ( AUF ) a décidé de porter plainte pour diffamation à la suite de la publication d'un rapport d'évaluation sur l'organisation .	s1:19	diffamation	s2:25	publication	DURING
RENNES SE SÉPARE DE DIAWARA .	Le défenseur central sénégalais Djibril Diawara , sans club depuis janvier , n ' a pas convaincu Rennes , qui l'avait mis à l' essai , a indiqué le manageur général du club breton de football , Pierre Dréossi .	s1:2	SÉPARE	s2:21	mis	AFTER
La reine Elizabeth a présidé hier la cérémonie officielle d'ouverture du nouveau Parlement du Pays de Galles , élu le 6 mai dernier .	La reine Elizabeth a présidé hier la cérémonie officielle d'ouverture du nouveau Parlement du Pays de Galles , élu le 6 mai dernier .	s1:4	présidé	s2:7	cérémonie	IS_INCLUDED
Quatre mineurs écroués pour avoir torturé un handicapé .	Une cinquième personne , âgée de 24 ans et soupçonnée d'avoir participé à ces tortures , était toujours recherchée par la police .	s1:2	écroués	s2:18	recherchée	BEFORE
Après la prise de position de Damien Meslot , concernant l' attitude de Christian Proust sur le sujet de l'ADPA ( notre édition d' hier ) , Michel Zumkeller a fait savoir hier par le biais d'un communiqué qu'il travaillait avec un groupe de députés de toutes sensibilités politiques et responsables , pour trouver des solutions durables et équitables au problème financier posé par l'ADPA .	Après la prise de position de Damien Meslot , concernant l' attitude de Christian Proust sur le sujet de l'ADPA ( notre édition d' hier ) , Michel Zumkeller a fait savoir hier par le biais d'un communiqué qu'il travaillait avec un groupe de députés de toutes sensibilités politiques et responsables , pour trouver des solutions durables et équitables au problème financier posé par l'ADPA .	s1:30	fait	s2:31	savoir	IDENTITY
Ils se sont mariés le 1er mai 1962 , et de leur union sont nés deux enfants : Michèle , mariée à Denis Larché , demeurant à Senonges et Alain , agriculteur au village , marié à Sabine Saint - Michel .	Monique , travailleuse acharnée , a passé toute son existence dans le monde agricole , secondant Jeannot son mari dans tous les travaux de l'exploitation .	s1:3	mariés	s2:15	secondant	BEFORE
L'aviation indienne est entrée en action pour la première fois au Cachemire , hier , pour déloger des guérilleros musulmans , ce qui marque une escalade dans le conflit indo - pakistanais sur cette région himalayenne disputée depuis un demi - siècle .	L'aviation indienne est entrée en action pour la première fois au Cachemire , hier , pour déloger des guérilleros musulmans , ce qui marque une escalade dans le conflit indo - pakistanais sur cette région himalayenne disputée depuis un demi - siècle .	s1:3	entrée	s2:23	marque	SIMULTANEOUS
Les sept mallettes dérobées dans des circonstances particulièrement risquées sur une bretelle d'autoroute , ne contenaient ni le plus petit billet de banque ni le moindre chèque .	Les sept mallettes dérobées dans des circonstances particulièrement risquées sur une bretelle d'autoroute , ne contenaient ni le plus petit billet de banque ni le moindre chèque .	s1:3	dérobées	s2:15	contenaient	DURING
- Une bombe a explosé hier dans l'enceinte du quartier général de la police à Jakarta , sans faire de victime , mais cet attentat a ravivé les craintes de nouvelles attaques terroristes dans l'archipel .	- Une bombe a explosé hier dans l'enceinte du quartier général de la police à Jakarta , sans faire de victime , mais cet attentat a ravivé les craintes de nouvelles attaques terroristes dans l'archipel .	s1:4	explosé	s2:24	attentat	DURING
L'optimisme des Français enregistre une hausse de 10 points par rapport à l'année dernière à la même époque .	L'optimisme des Français enregistre une hausse de 10 points par rapport à l'année dernière à la même époque .	s1:3	enregistre	s2:5	hausse	IDENTITY
Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .	Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été condamné à mort hier par un tribunal turc .	s1:9	reconnu	s2:31	condamné	BEFORE
Ses convictions , il les puise aussi bien dans la rigueur que le rêve : « Nous devons organiser et réguler le capitalisme , et faire de l'Europe et de la démocratie l'utopie de l'avenir » .	Avec en corollaire la mise en place « d'un ordre juste pour combattre la précarité et l'insécurité » .	s1:25	faire	s2:4	mise	SIMULTANEOUS
_ Une fillette de 6 ans s ' est noyée mardi soir dans la piscine d'un centre de villégiature près d'Obernai .	Les gendarmes d'Obernai enquêtent .	s1:9	noyée	s2:3	enquêtent	BEFORE
